"source","target","type","label"
"Julian Priester","Abbey Lincoln","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Thomas Du Vall","Booker Little","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Thomas Du Vall","Walter Benton","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Thomas Du Vall","James Schenk","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Thomas Du Vall","Abbey Lincoln","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Booker Little","Walter Benton","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Booker Little","James Schenk","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Booker Little","Abbey Lincoln","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Walter Benton","James Schenk","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Walter Benton","Abbey Lincoln","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"James Schenk","Abbey Lincoln","undirected","September 6, 1960, Nola Penthouse Sound Studios, New York City"
"Kenny Dorham","Philly Joe Jones","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Wynton Kelly","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Abbey Lincoln","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Sam Jones","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Les Spann","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Wynton Kelly","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Abbey Lincoln","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Sam Jones","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Les Spann","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Wynton Kelly","Abbey Lincoln","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Wynton Kelly","Sam Jones","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Wynton Kelly","Les Spann","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Abbey Lincoln","Sam Jones","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Abbey Lincoln","Les Spann","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Sam Jones","Les Spann","undirected","March 26, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Philly Joe Jones","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Phil Wright","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Abbey Lincoln","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Sam Jones","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Les Spann","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Phil Wright","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Abbey Lincoln","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Sam Jones","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Les Spann","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Phil Wright","Abbey Lincoln","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Phil Wright","Sam Jones","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Phil Wright","Les Spann","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Abbey Lincoln","Sam Jones","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Abbey Lincoln","Les Spann","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Sam Jones","Les Spann","undirected","March 25, 1959, Reeves Sound Studios, New York City"
"Max Roach","Julian Priester","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Max Roach","Ray Bryant","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Max Roach","Stanley Turrentine","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Max Roach","Abbey Lincoln","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Max Roach","Tommy Turrentine","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Max Roach","Bobby Boswell","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Julian Priester","Ray Bryant","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Julian Priester","Stanley Turrentine","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Julian Priester","Abbey Lincoln","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Julian Priester","Tommy Turrentine","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Julian Priester","Bobby Boswell","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Ray Bryant","Stanley Turrentine","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Ray Bryant","Abbey Lincoln","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Ray Bryant","Tommy Turrentine","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Ray Bryant","Bobby Boswell","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Stanley Turrentine","Abbey Lincoln","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Stanley Turrentine","Tommy Turrentine","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Stanley Turrentine","Bobby Boswell","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Abbey Lincoln","Tommy Turrentine","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Abbey Lincoln","Bobby Boswell","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Tommy Turrentine","Bobby Boswell","undirected","October 9 & 10, 1959, Universal Recording, Chicago, IL"
"Kenny Dorham","Philly Joe Jones","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Wynton Kelly","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Abbey Lincoln","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Sam Jones","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Kenny Dorham","Les Spann","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Wynton Kelly","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Abbey Lincoln","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Sam Jones","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Philly Joe Jones","Les Spann","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Wynton Kelly","Abbey Lincoln","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Wynton Kelly","Sam Jones","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Wynton Kelly","Les Spann","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Abbey Lincoln","Sam Jones","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Abbey Lincoln","Les Spann","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Sam Jones","Les Spann","undirected","May 12, 1959, Reeves Sound Studios, New York City"
"Roebuck 'Pops' Staple","Kehinde O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Maxine Roach","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Stanley Turrentine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Babatunde Olatunji","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Grady Tate","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Mavis Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Randolph Noel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","J. J. Johnson","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","The Noel Singers","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Gordy Ryan","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Rodney Kendrick","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Yoron Israel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Roebuck 'Pops' Staple","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Maxine Roach","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Stanley Turrentine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Babatunde Olatunji","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Grady Tate","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Mavis Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Randolph Noel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","J. J. Johnson","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","The Noel Singers","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Gordy Ryan","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Rodney Kendrick","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Yoron Israel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Kehinde O'Uhuru","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Stanley Turrentine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Babatunde Olatunji","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Grady Tate","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Mavis Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Randolph Noel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","J. J. Johnson","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","The Noel Singers","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Gordy Ryan","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Rodney Kendrick","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Yoron Israel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Maxine Roach","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Babatunde Olatunji","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Grady Tate","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Mavis Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Randolph Noel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","J. J. Johnson","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","The Noel Singers","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Gordy Ryan","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Rodney Kendrick","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Yoron Israel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Stanley Turrentine","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Grady Tate","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Mavis Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Randolph Noel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","J. J. Johnson","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","The Noel Singers","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Gordy Ryan","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Rodney Kendrick","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Yoron Israel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Babatunde Olatunji","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
